Joueur;Equipe;Statut;Position;Age;ELC_Saisons;Salaire_Reel_Saisons;2026-27;2027-28;2028-29;2029-30;2030-31
Jansson, Ludvig;FLA;ELC;RD;22.0;2026-27|2027-28;;955000.0;955000;RFA;0;0
Pieniniemi, Emil;FLA;ELC;D;21.0;2026-27|2027-28;;906666.0;906666;RFA;0;0
Petrovic, Alexander;FLA;;RD;34.0;;;875000.0;875000;UFA;0;0
Alscher, Marek;FLA;ELC;LD;22.0;2026-27;;865000.0;RFA;0;0;0
Fitzgerald, Casey;FLA;;D;29.0;;;850000.0;UFA;0;0;0
Bjornfot, Tobias;FLA;;LD;25.0;;;850000.0;RFA;0;0;0
Sebrango, Donovan;FLA;;LD;24.0;;;850000.0;0;0;0;0
Hovorka, Mikulas;FLA;;RD;25.0;;;850000.0;RFA;0;0;0
Muszelik, Tyler;FLA;ELC;G;22.0;2026-27|2027-28;;960000.0;960000;RFA;0;0
Gerasimyuk, Kirill;FLA;ELC;G;23.0;2026-27;;925000.0;RFA;0;0;0
Black, Cooper;FLA;;G;25.0;;;875000.0;875000;UFA;0;0
undefined, undefined;FLA;;;;;;;;;;
Panarin, Artemi;LAK;;LW;34.0;;;11000000.0;11000000;UFA;0;0.0
Kempe, Adrian;LAK;;LW,C;29.0;;;10625000.0;10625000;10625000;10625000;10625000.0
Fiala, Kevin;LAK;;LW;30.0;;;7875000.0;7875000;7875000;UFA;0.0
Byfield, Quinton;LAK;;C;24.0;;;6250000.0;6250000;6250000;UFA;0.0
Moore, Trevor;LAK;;LW,RW;31.0;;;4200000.0;4200000;UFA;0;0.0
Laferriere, Alex;LAK;;RW,C;24.0;;;4100000.0;4100000;RFA;0;0.0
Haula, Erik;LAK;;C,LW;35.0;;;3600000.0;3600000;UFA;0;0.0
Laughton, Scott;LAK;;C,LW;32.0;;;3500000.0;3500000;3500000;UFA;0.0
Armia, Joel;LAK;;RW,LW;33.0;;;2500000.0;UFA;0;0;0.0
Perry, Corey;LAK;;RW,LW;41.0;;;1000000.0;UFA;0;0;0.0
Zuccarello, Mats;LAK;;RW,LW;38.0;;;1000000.0;UFA;0;0;0.0
Helenius, Samuel;LAK;;C,LW;23.0;;;875000.0;875000;RFA;0;0.0
Ward, Taylor;LAK;;RW;28.0;;;875000.0;875000;UFA;0;0.0
Turcotte, Alex;LAK;;C,RW;25.0;;;850000.0;RFA;0;0;0.0
Doughty, Drew;LAK;;RD;36.0;;;11000000.0;UFA;0;0;0.0
Clarke, Brandt;LAK;;RD;23.0;;;7400000.0;7400000;7400000;7400000;7400000.0
Ceci, Cody;LAK;;RD;32.0;;;4500000.0;4500000;4500000;UFA;0.0
Anderson, Mikey;LAK;;LD;27.0;;;4125000.0;4125000;4125000;4125000;4125000.0
Dumoulin, Brian;LAK;;LD,RD;34.0;;;4000000.0;4000000;UFA;0;0.0
Edmundson, Joel;LAK;;LD;33.0;;;3850000.0;3850000;UFA;0;0.0
Gustafsson, Erik;LAK;;LD;34.0;;;1000000.0;UFA;0;0;0.0
Kuemper, Darcy;LAK;;G;36.0;;;5250000.0;UFA;0;0;0.0
Forsberg, Anton;LAK;;G;33.0;;;2250000.0;UFA;0;0;0.0
Richards, Mike;LAK;;C;41.0;;;600000.0;600000;600000;500000;500000.0
Hermansson, Elton;LAK;ELC;;18.0;2026-27|2027-28|2028-29;;1075000.0;1075000;1075000;RFA;0.0
Cihar, Vojtech;LAK;ELC;LW;19.0;2026-27|2027-28|2028-29;;974167.0;974167;974167;RFA;0.0
Lombardi, Jimmy;LAK;ELC;C;19.0;2026-27|2027-28|2028-29;;956667.0;956667;956667;RFA;0.0
Slukynsky, Grant;LAK;ELC;;24.0;2026-27;;952500.0;RFA;0;0;0.0
Connors, Kenny;LAK;ELC;C;23.0;2026-27;;942500.0;RFA;0;0;0.0
Wright, Jared;LAK;ELC;RW,LW;23.0;2026-27;;942500.0;RFA;0;0;0.0
Lawrence, Kaleb;LAK;ELC;C,RW;23.0;2026-27;;927500.0;RFA;0;0;0.0
Ziemmer, Koehn;LAK;ELC;RW;21.0;2026-27|2027-28;;904166.0;904166;RFA;0;0.0
Pederson, Lane;LAK;;C,RW;29.0;;;875000.0;875000;UFA;0;0.0
Guttman, Cole;LAK;;C,RW;27.0;;;850000.0;UFA;0;0;0.0
Jenik, Jan;LAK;;W,C;25.0;;;850000.0;0;0;0;0.0
Lee, Andre;LAK;;LW,C;26.0;;;850000.0;0;0;0;0.0
Chromiak, Martin;LAK;;RW,LW;24.0;;;850000.0;RFA;0;0;0.0
Jamsen, Aatu;LAK;;RW,LW;24.0;;;850000.0;RFA;0;0;0.0
Pinelli, Francesco;LAK;;C;23.0;;;850000.0;RFA;0;0;0.0
Brzustewicz, Henry;LAK;ELC;D;19.0;2026-27|2027-28|2028-29;;1075000.0;1075000;1075000;RFA;0.0
Woolley, Jared;LAK;ELC;D;20.0;2026-27|2027-28|2028-29;;958333.0;958333;958333;RFA;0.0
Salin, Otto;LAK;ELC;D;22.0;2026-27|2027-28;;956250.0;956250;RFA;0;0.0
Kirsanov, Kirill;LAK;ELC;D;23.0;2026-27;;942500.0;RFA;0;0;0.0
Dvorak, Jakub;LAK;ELC;D;21.0;2026-27|2027-28;;905000.0;905000;RFA;0;0.0
Booth, Angus;LAK;ELC;LD;22.0;2026-27;;901667.0;RFA;0;0;0.0
Hicketts, Joe;LAK;;D;30.0;;;850000.0;UFA;0;0;0.0
Perunovich, Scott;LAK;;D;28.0;;;850000.0;UFA;0;0;0.0
Slukynsky, Hampton;LAK;ELC;G;21.0;2026-27|2027-28|2028-29;;1075000.0;1075000;1075000;RFA;0.0
George, Carter;LAK;ELC;G;20.0;2026-27|2027-28|2028-29;;929166.0;929166;929166;RFA;0.0
Portillo, Erik;LAK;;G;25.0;;;833333.0;0;0;0;0.0
undefined, undefined;LAK;;;;;;;;;;
Kaprizov, Kirill;MIN;;LW;29.0;;;17000000.0;17000000;17000000;17000000;17000000
Boldy, Matt;MIN;;LW,RW;25.0;;;7000000.0;7000000;7000000;7000000;UFA
Eriksson Ek, Joel;MIN;;C;29.0;;;5250000.0;5250000;5250000;UFA;0
Foligno, Marcus;MIN;;LW,RW;35.0;;;4000000.0;4000000;UFA;0;0
Hartman, Ryan;MIN;;RW,C;31.0;;;4000000.0;UFA;0;0;0
Trenin, Yakov;MIN;;C,LW;29.0;;;3500000.0;3500000;UFA;0;0
McCarron, Michael;MIN;;C,RW;31.0;;;3333333.0;3333333;3333333;3333333;3333334
Brink, Bobby;MIN;;RW;25.0;;;2750000.0;RFA;0;0;0
Coleman, Blake;MIN;;LW,RW;34.0;;2026-27;4900000.0;UFA;0;0;0
Sturm, Nico;MIN;;C,LW;31.0;;;2000000.0;UFA;0;0;0
Shabanov, Maxim;MIN;;LW,RW;25.0;;;1600000.0;RFA;0;0;0
Yurov, Danila;MIN;ELC;C,RW;22.0;2026-27|2027-28;;972500.0;972500;RFA;0;0
Foligno, Nick;MIN;;LW,RW;38.0;;;900000.0;UFA;0;0;0
Kirkland, Justin;MIN;;C,LW;30.0;;;850000.0;UFA;0;0;0
Faber, Brock;MIN;;RD;24.0;;;8500000.0;8500000;8500000;8500000;8500000
Hughes, Quinn;MIN;;LD;26.0;;;7850000.0;UFA;0;0;0
Spurgeon, Jared;MIN;;RD;36.0;;;7575000.0;UFA;0;0;0
Brodin, Jonas;MIN;;LD;33.0;;;6000000.0;6000000;UFA;0;0
Maatta, Olli;MIN;;LD,RD;32.0;;;3500000.0;3500000;UFA;0;0
Bogosian, Zach;MIN;;RD,LD;36.0;;;1250000.0;UFA;0;0;0
Hunt, Daemon;MIN;;LD;24.0;;;900000.0;0;0;0;0
Gustavsson, Filip;MIN;;G;28.0;;;6800000.0;6800000;6800000;6800000;6800000
Wallstedt, Jesper;MIN;;G;23.0;;;2200000.0;RFA;0;0;0
Pickard, Calvin;MIN;;G;34.0;;;1000000.0;UFA;0;0;0
Parise, Zach;MIN;;LW,RW;42.0;;;833333.0;833333;833333;0;0
Suter, Ryan;MIN;;LD;41.0;;;833333.0;833333;833333;0;0
Stramel, Charlie;MIN;ELC;C,RW;21.0;2026-27|2027-28|2028-29;;1075000.0;1075000;1075000;RFA;0
Lorenz, Rieger;MIN;ELC;LW,C;22.0;2026-27|2027-28;;1013750.0;1013750;RFA;0;0
Heidt, Riley;MIN;ELC;C,LW;21.0;2026-27|2027-28;;940833.0;940833;RFA;0;0
Kumpulainen, Rasmus;MIN;ELC;C;21.0;2026-27|2027-28;;924583.0;924583;RFA;0;0
Haight, Hunter;MIN;ELC;C,RW;22.0;2026-27;;883333.0;RFA;0;0;0
Joshua, Jagger;MIN;;;27.0;;;875000.0;875000;UFA;0;0
Pitlick, Tyler;MIN;;C,RW;34.0;;;850000.0;UFA;0;0;0
Gambrell, Dylan;MIN;;C;29.0;;;850000.0;UFA;0;0;0
Shaw, Mason;MIN;;C,LW;27.0;;;850000.0;UFA;0;0;0
Bankier, Caedan;MIN;;C;23.0;;;850000.0;RFA;0;0;0
Dexheimer, Ben;MIN;ELC;;24.0;2026-27;;980000.0;RFA;0;0;0
Gustafsson Nyberg, Viking;MIN;ELC;LD;22.0;2026-27;;975000.0;RFA;0;0;0
Leskovar, Stevie;MIN;ELC;D;21.0;2026-27|2027-28;;960000.0;960000;RFA;0;0
Peart, Jack;MIN;ELC;D;23.0;2026-27;;942500.0;RFA;0;0;0
Kiersted, Matt;MIN;;LD;28.0;;;850000.0;UFA;0;0;0
Lambos, Carson;MIN;;LD;23.0;;;850000.0;RFA;0;0;0
Schmidt, Roman;MIN;;D;23.0;;;850000.0;RFA;0;0;0
Spacek, David;MIN;;RD,LD;23.0;;;850000.0;RFA;0;0;0
Ruzicka, Filip;MIN;ELC;G;18.0;2026-27|2027-28|2028-29;;987500.0;987500;987500;RFA;0
Wutzke, Chase;MIN;ELC;G;20.0;2026-27|2027-28|2028-29;;958333.0;958333;958333;RFA;0
Mercer, Riley;MIN;ELC;G;22.0;2026-27|2027-28;;920000.0;920000;RFA;0;0
undefined, undefined;MIN;;;;;;;;;;
Dobson, Noah;MTL;;RD;26.0;;;9500000;9500000;9500000;9500000;9500000
Hutson, Lane;MTL;;LD,RD;22.0;;;8850000;8850000;8850000;8850000;8850000
Suzuki, Nick;MTL;;C;27.0;;;7875000;7875000;7875000;7875000;UFA
Caufield, Cole;MTL;;LW,RW;25.0;;;7850000;7850000;7850000;7850000;7850000
Slafkovský, Juraj;MTL;;RW,LW;22.0;;;7600000;7600000;7600000;7600000;7600000
Gallagher, Brendan;MTL;;RW;34.0;;2026-27;6500000;0;0;0;0
Matheson, Mike;MTL;;LD;32.0;;;6000000;6000000;6000000;6000000;6000000
Guhle, Kaiden;MTL;;LD;24.0;;;5550000;5550000;5550000;5550000;5550000
Anderson, Josh;MTL;;RW,LW;32.0;;;5500000;UFA;0;0;0
Danault, Phillip;MTL;;C;33.0;;;5500000;UFA;0;0;0
Carrier, Alexandre;MTL;;RD;29.0;;;3750000;UFA;0;0;0
Dach, Kirby;MTL;;C;25.0;;;3600000;UFA;0;0;0
Montembeault, Sam;MTL;;G;29.0;;;3150000;UFA;0;0;0
Newhook, Alex;MTL;;C,LW;25.0;;;2900000;RFA;0;0;0
Evans, Jake;MTL;;C,LW;30.0;;;2850000;2850000;2850000;UFA;0
Texier, Alexandre;MTL;;LW,RW;26.0;;;2500000;2500000;UFA;0;0
Struble, Jayden;MTL;;LD;24.0;;;1412500;RFA;0;0;0
Mittelstadt, Luke;MTL;ELC;D;23.0;2026-27|2027-28;;1013750;1013750;RFA;0;0
Konyushkov, Bogdan;MTL;ELC;D;23.0;2026-27|2027-28;;1013750;1013750;RFA;0;0
Protz, Owen;MTL;ELC;D;20.0;2026-27|2027-28|2028-29;;1004167;1004167;1004167;RFA;0
Kahkonen, Kaapo;MTL;;G;30.0;;;1000000;UFA;0;0;0
Rohrer, Vinzenz;MTL;ELC;C,RW;21.0;2026-27|2027-28;;972500;972500;RFA;0;0
Thorpe, Tyler;MTL;ELC;RW;21.0;2026-27|2027-28;;968333;968333;RFA;0;0
Dobes, Jakub;MTL;;G;25.0;;;965000;5357575;5357575;5357575;UFA
Pickford, Bryce;MTL;ELC;;20.0;2026-27|2027-28|2028-29;;965000;965000;965000;RFA;0
Fowler, Jacob;MTL;ELC;G;21.0;2026-27|2027-28;;945833;945833;RFA;0;0
Kapanen, Oliver;MTL;ELC;C,RW;23.0;2026-27;;942500;RFA;0;0;0
Xhekaj, Florian;MTL;ELC;LW,C;22.0;2026-27;;941667;RFA;0;0;0
Demidov, Ivan;MTL;ELC;RW,LW;20.0;2026-27|2027-28|2028-29|2029-30|2030-31;;940833;9150000;9150000;9150000;9150000
Reinbacher, David;MTL;ELC;RD;21.0;2026-27|2027-28;;909166;909166;RFA;0;0
Engström, Adam;MTL;ELC;LD,RD;22.0;2026-27;;896667;RFA;0;0;0
Mesar, Filip;MTL;ELC;RW;22.0;2026-27;;886666;RFA;0;0;0
Beck, Owen;MTL;ELC;C;22.0;2026-27;;853333;RFA;0;0;0
Berard, Brett;MTL;;LW;23.0;;;850000;RFA;0;0;0
Walsh, Reilly;MTL;;D;27.0;;;850000;UFA;0;0;0
Belzile, Alex;MTL;;RW,C;34.0;;;850000;UFA;0;0;0
McKown, Hunter;MTL;;C;24.0;;;850000;RFA;0;0;0
Poulin, Samuel;MTL;;W,C;25.0;;;850000;0;0;0;0
Szuber, Maksymilian;MTL;;D;23.0;;;850000;RFA;0;0;0
Pastujov, Sasha;MTL;;RW,LW;23.0;;;850000;RFA;0;0;0
Condotta, Lucas;MTL;;C;28.0;;;850000;UFA;0;0;0
Davidson, Jared;MTL;;C;24.0;;;850000;RFA;0;0;0
Samson, Ethan;MTL;;D;23.0;;;850000;RFA;0;0;0
Bolduc, Zack;MTL;;RW,LW;23.0;;;RFA;0;0;0;0
Xhekaj, Arber;MTL;;LD,RD;25.0;;;RFA;0;0;0;0
undefined, undefined;MTL;;;;;;;;;;
Meier, Timo;NJD;;RW,LW;29.0;;;8800000.0;8800000;8800000;8800000;8800000
Hughes, Jack;NJD;;C;25.0;;;8000000.0;8000000;8000000;8000000;UFA
Bratt, Jesper;NJD;;LW,RW;28.0;;;7875000.0;7875000;7875000;7875000;7875000
Hischier, Nico;NJD;;C;27.0;;;7250000.0;11700000;11700000;11700000;11700000
Mantha, Anthony;NJD;;LW,RW;31.0;;;4750000.0;4750000;UFA;0;0
Mercer, Dawson;NJD;;C,RW;24.0;;;4000000.0;RFA;0;0;0
Gritsyuk, Arseny;NJD;;LW,RW;25.0;;;3250000.0;3250000;3250000;UFA;0
Rodrigues, Evan;NJD;;C,RW;33.0;;;3075000.0;UFA;0;0;0
Brown, Connor;NJD;;RW;32.0;;;3000000.0;3000000;3000000;UFA;0
Noesen, Stefan;NJD;;RW,LW;33.0;;;2750000.0;UFA;0;0;0
Glass, Cody;NJD;;C,RW;27.0;;;2500000.0;UFA;0;0;0
Bjugstad, Nick;NJD;;C,RW;34.0;;;1750000.0;UFA;0;0;0
Boqvist, Jesper;NJD;;C,LW;27.0;;;1500000.0;UFA;0;0;0
Hamilton, Dougie;NJD;;RD;33.0;;;9000000.0;9000000;UFA;0;0
Hughes, Luke;NJD;;LD,RD;22.0;;;9000000.0;9000000;9000000;9000000;9000000
Pesce, Brett;NJD;;RD;31.0;;;5500000.0;5500000;5500000;5500000;UFA
Dillon, Brenden;NJD;;LD;35.0;;;4000000.0;UFA;0;0;0
Kovacevic, Johnathan;NJD;;D;29.0;;;4000000.0;4000000;4000000;4000000;UFA
Siegenthaler, Jonas;NJD;;LD;29.0;;;3400000.0;3400000;UFA;0;0
Chisholm, Declan;NJD;;LD;26.0;;;1600000.0;UFA;0;0;0
Allen, Jake;NJD;;G;36.0;;;1800000.0;1800000;1800000;1800000;UFA
Daws, Nico;NJD;;G;25.0;;;1100000.0;1100000;UFA;0;0
Rittich, David;NJD;;G;34.0;;;1000000.0;UFA;0;0;0
Hämeenaho, Lenni;NJD;ELC;RW;21.0;2026-27|2027-28;;972500.0;972500;RFA;0;0
Melovsky, Matyas;NJD;ELC;C,W;22.0;2026-27|2027-28;;972500.0;972500;RFA;0;0
Lachance, Shane;NJD;ELC;LW;22.0;2026-27;;942500.0;RFA;0;0;0
Squires, Cam;NJD;ELC;RW;21.0;2026-27|2027-28;;938333.0;938333;RFA;0;0
Filmon, Josh;NJD;ELC;LW,RW;22.0;2026-27;;913333.0;RFA;0;0;0
White, Colin;NJD;;C,RW;29.0;;;900000.0;UFA;0;0;0
Lombardi, Amadeus;NJD;;C;23.0;;;875000.0;875000;RFA;0;0
Tufte, Riley;NJD;;LW,RW;28.0;;;850000.0;UFA;0;0;0
McLaughlin, Marc;NJD;;C,RW;27.0;;;850000.0;UFA;0;0;0
Steeves, Ben;NJD;;LW;24.0;;;850000.0;RFA;0;0;0
Parent, Xavier;NJD;;LW,C;25.0;;;850000.0;RFA;0;0;0
Silayev, Anton;NJD;ELC;D;20.0;2026-27|2027-28|2028-29;;1075000.0;1075000;1075000;RFA;0
Casey, Seamus;NJD;ELC;D;22.0;2026-27;;950000.0;RFA;0;0;0
Diotte, Mikael;NJD;ELC;D;23.0;2026-27;;950000.0;RFA;0;0;0
Edwards, Ethan;NJD;ELC;D;24.0;2026-27;;942500.0;RFA;0;0;0
Morin, Etienne;NJD;ELC;D;21.0;2026-27|2027-28;;934166.0;934166;RFA;0;0
Hanzel, Jeremy;NJD;ELC;D;23.0;2026-27;;926667.0;RFA;0;0;0
Kolyachonok, Vladislav;NJD;;LD;25.0;;;850000.0;RFA;0;0;0
Vilen, Topias;NJD;;LD;23.0;;;850000.0;RFA;0;0;0
Málek, Jakub;NJD;;G;24.0;;;875000.0;875000;RFA;0;0
undefined, undefined;NJD;;;;;;;;;;
Forsberg, Filip;NSH;;LW,RW;32.0;;;8500000.0;8500000;8500000;8500000;UFA
Stamkos, Steven;NSH;;RW,C;36.0;;;8000000.0;8000000;UFA;0;0
Marchessault, Jonathan;NSH;;RW,LW;35.0;;;5500000.0;5500000;5500000;UFA;0
Bourque, Mavrik;NSH;;C,RW;24.0;;;5500000.0;5500000;5500000;5500000;5500000
O'Reilly, Ryan;NSH;;C;35.0;;;4500000.0;UFA;0;0;0
Drury, Jack;NSH;;C;26.0;;;4500000.0;4500000;4500000;4500000;4500000
Colton, Ross;NSH;;LW,C;29.0;;;4000000.0;UFA;0;0;0
Kerfoot, Alexander;NSH;;LW,C;32.0;;;3500000.0;3500000;UFA;0;0
Hoglander, Nils;NSH;;LW,RW;25.0;;;3000000.0;3000000;UFA;0;0
Evangelista, Luke;NSH;;RW,LW;24.0;;;3000000.0;RFA;0;0;0
Pinchuk, Vitali;NSH;ELC;LW,C;24.0;2026-27;;1025000.0;RFA;0;0;0
Edstrom, Adam;NSH;;LW,C;25.0;;;975000.0;RFA;0;0;0
Wood, Matthew;NSH;ELC;LW,C;21.0;2026-27;;950000.0;RFA;0;0;0
Wiesblatt, Ozzy;NSH;;C,RW;24.0;;;850000.0;0;0;0;0
Josi, Roman;NSH;;LD,RD;36.0;;;9059000.0;9059000;UFA;0;0
Skjei, Brady;NSH;;LD;32.0;;;7000000.0;7000000;7000000;7000000;7000000
Hague, Nicolas;NSH;;LD;27.0;;;5500000.0;5500000;5500000;UFA;0
Lyubushkin, Ilya;NSH;;RD;32.0;;;3250000.0;UFA;0;0;0
Perbix, Nicklaus;NSH;;RD;28.0;;;2750000.0;UFA;0;0;0
Barron, Justin;NSH;;RD,LD;24.0;;;1575000.0;RFA;0;0;0
Wilsby, Adam;NSH;;LD;26.0;;;850000.0;RFA;0;0;0
Saros, Juuse;NSH;;G;31.0;;;7740000.0;7740000;7740000;7740000;7740000
Annunen, Justus;NSH;;G;26.0;;;1250000.0;1250000;UFA;0;0
Turris, Kyle;NSH;;C,RW;37.0;;;2000000.0;2000000;0;0;0
Duchene, Matt;NSH;;C,RW;35.0;;;1555556.0;1555556;1555556;0;0
Nilsson, Felix;NSH;ELC;C,W;21.0;2026-27|2027-28|2028-29;;1028333.0;1028333;1028333;RFA;0
